role_family,skill,demand_count,role_job_count,demand_ratio
data_analyst,data analysis,1276,14780,0.0863328822733423
data_analyst,power bi,211,14780,0.014276048714479
data_analyst,data engineering,115,14780,0.0077807848443843
data_analyst,sql,63,14780,0.0042625169147496
data_analyst,aws,50,14780,0.003382949932341
data_analyst,python,48,14780,0.0032476319350473
data_analyst,java,34,14780,0.0023004059539918
data_analyst,tableau,30,14780,0.0020297699594046
data_analyst,data visualization,23,14780,0.0015561569688768
data_analyst,forecasting,18,14780,0.0012178619756427
data_analyst,databricks,17,14780,0.0011502029769959
data_analyst,r,17,14780,0.0011502029769959
data_analyst,etl,16,14780,0.0010825439783491
data_analyst,azure,15,14780,0.0010148849797023
data_analyst,generative ai,15,14780,0.0010148849797023
data_analyst,machine learning,11,14780,0.000744248985115
data_analyst,gcp,10,14780,0.0006765899864682
data_analyst,snowflake,10,14780,0.0006765899864682
data_analyst,api,8,14780,0.0005412719891745
data_analyst,microsoft fabric,7,14780,0.0004736129905277
data_analyst,statistics,7,14780,0.0004736129905277
data_analyst,dbt,5,14780,0.0003382949932341
data_analyst,deep learning,5,14780,0.0003382949932341
data_analyst,hadoop,5,14780,0.0003382949932341
data_analyst,excel,3,14780,0.0002029769959404
data_analyst,computer vision,1,14780,6.765899864682003e-05
data_analyst,git,1,14780,6.765899864682003e-05
data_analyst,nlp,1,14780,6.765899864682003e-05
data_analyst,scala,1,14780,6.765899864682003e-05
data_engineer,data engineering,3087,9469,0.3260111944239096
data_engineer,aws,235,9469,0.0248178265920371
data_engineer,data analysis,232,9469,0.0245010032738409
data_engineer,python,151,9469,0.015946773682543
data_engineer,azure,134,9469,0.0141514415460977
data_engineer,java,133,9469,0.0140458337733657
data_engineer,databricks,85,9469,0.0089766606822262
data_engineer,snowflake,79,9469,0.0083430140458337
data_engineer,gcp,74,9469,0.0078149751821734
data_engineer,machine learning,73,9469,0.0077093674094413
data_engineer,sql,57,9469,0.0060196430457281
data_engineer,etl,50,9469,0.0052803886366036
data_engineer,dbt,34,9469,0.0035906642728904
data_engineer,r,33,9469,0.0034850565001584
data_engineer,microsoft fabric,26,9469,0.0027458020910339
data_engineer,scala,19,9469,0.0020065476819093
data_engineer,generative ai,18,9469,0.0019009399091773
data_engineer,api,17,9469,0.0017953321364452
data_engineer,kubernetes,14,9469,0.001478508818249
data_engineer,power bi,11,9469,0.0011616855000528
data_engineer,hadoop,10,9469,0.0010560777273207
data_engineer,nosql,7,9469,0.0007392544091245
data_engineer,airflow,4,9469,0.0004224310909282
data_engineer,computer vision,4,9469,0.0004224310909282
data_engineer,data visualization,4,9469,0.0004224310909282
data_engineer,llm,4,9469,0.0004224310909282
data_engineer,apache spark,1,9469,0.000105607772732
data_engineer,deep learning,1,9469,0.000105607772732
data_engineer,excel,1,9469,0.000105607772732
