role_family,skill,demand_count,role_job_count,demand_ratio
data_scientist,scala,1,5744,0.0001740947075208
data_scientist,tensorflow,1,5744,0.0001740947075208
ml_engineer,machine learning,1813,6948,0.2609383995394358
ml_engineer,generative ai,222,6948,0.0319516407599309
ml_engineer,python,121,6948,0.0174150834772596
ml_engineer,data analysis,81,6948,0.0116580310880829
ml_engineer,aws,80,6948,0.0115141047783534
ml_engineer,llm,66,6948,0.0094991364421416
ml_engineer,data engineering,62,6948,0.0089234312032239
ml_engineer,java,54,6948,0.0077720207253886
ml_engineer,computer vision,44,6948,0.0063327576280944
ml_engineer,azure,42,6948,0.0060449050086355
ml_engineer,deep learning,29,6948,0.0041738629821531
ml_engineer,r,20,6948,0.0028785261945883
ml_engineer,api,17,6948,0.0024467472654001
ml_engineer,nlp,17,6948,0.0024467472654001
ml_engineer,databricks,15,6948,0.0021588946459412
ml_engineer,kubernetes,14,6948,0.0020149683362118
ml_engineer,sql,12,6948,0.001727115716753
ml_engineer,gcp,10,6948,0.0014392630972941
ml_engineer,microsoft fabric,5,6948,0.000719631548647
ml_engineer,forecasting,3,6948,0.0004317789291882
ml_engineer,snowflake,3,6948,0.0004317789291882
ml_engineer,time series,3,6948,0.0004317789291882
ml_engineer,mathematics,2,6948,0.0002878526194588
ml_engineer,airflow,1,6948,0.0001439263097294
ml_engineer,data visualization,1,6948,0.0001439263097294
ml_engineer,docker,1,6948,0.0001439263097294
ml_engineer,etl,1,6948,0.0001439263097294
ml_engineer,scala,1,6948,0.0001439263097294
ml_engineer,statistics,1,6948,0.0001439263097294
