role_family,skill,demand_count,role_job_count,demand_ratio
data_analyst,data analysis,984,12730,0.0772977219167321
data_analyst,power bi,138,12730,0.010840534171249
data_analyst,data science,96,12730,0.007541241162608
data_analyst,data engineering,74,12730,0.0058130400628436
data_analyst,sql,50,12730,0.0039277297721916
data_analyst,aws,47,12730,0.0036920659858601
data_analyst,python,41,12730,0.0032207384131971
data_analyst,tableau,33,12730,0.0025923016496465
data_analyst,data visualization,23,12730,0.0018067556952081
data_analyst,java,20,12730,0.0015710919088766
data_analyst,r,14,12730,0.0010997643362136
data_analyst,generative ai,13,12730,0.0010212097407698
data_analyst,forecasting,12,12730,0.000942655145326
data_analyst,databricks,11,12730,0.0008641005498821
data_analyst,etl,11,12730,0.0008641005498821
data_analyst,machine learning,10,12730,0.0007855459544383
data_analyst,azure,9,12730,0.0007069913589945
data_analyst,gcp,9,12730,0.0007069913589945
data_analyst,api,8,12730,0.0006284367635506
data_analyst,sas,7,12730,0.0005498821681068
data_analyst,statistics,7,12730,0.0005498821681068
data_analyst,deep learning,5,12730,0.0003927729772191
data_analyst,hadoop,5,12730,0.0003927729772191
data_analyst,excel,4,12730,0.0003142183817753
data_analyst,microsoft fabric,4,12730,0.0003142183817753
data_analyst,looker,3,12730,0.0002356637863315
data_analyst,snowflake,3,12730,0.0002356637863315
data_analyst,big data,2,12730,0.0001571091908876
data_analyst,dbt,1,12730,7.855459544383346e-05
data_analyst,git,1,12730,7.855459544383346e-05
data_analyst,hive,1,12730,7.855459544383346e-05
data_analyst,informatica,1,12730,7.855459544383346e-05
data_analyst,llm,1,12730,7.855459544383346e-05
data_analyst,nlp,1,12730,7.855459544383346e-05
data_analyst,scala,1,12730,7.855459544383346e-05
data_engineer,data engineering,2712,8930,0.3036954087346025
data_engineer,aws,226,8930,0.0253079507278835
data_engineer,data analysis,201,8930,0.022508398656215
data_engineer,python,155,8930,0.0173572228443449
data_engineer,azure,131,8930,0.0146696528555431
data_engineer,java,123,8930,0.0137737961926091
data_engineer,databricks,82,8930,0.0091825307950727
data_engineer,gcp,69,8930,0.0077267637178051
data_engineer,machine learning,66,8930,0.0073908174692049
data_engineer,snowflake,64,8930,0.0071668533034714
data_engineer,big data,60,8930,0.0067189249720044
data_engineer,sql,60,8930,0.0067189249720044
data_engineer,data science,59,8930,0.0066069428891377
data_engineer,etl,42,8930,0.0047032474804031
data_engineer,r,26,8930,0.0029115341545352
data_engineer,generative ai,25,8930,0.0027995520716685
data_engineer,dbt,20,8930,0.0022396416573348
data_engineer,microsoft fabric,17,8930,0.0019036954087346
data_engineer,api,15,8930,0.0016797312430011
data_engineer,kubernetes,15,8930,0.0016797312430011
data_engineer,hadoop,13,8930,0.0014557670772676
data_engineer,scala,9,8930,0.0010078387458006
data_engineer,nosql,7,8930,0.0007838745800671
data_engineer,informatica,6,8930,0.0006718924972004
data_engineer,data visualization,5,8930,0.0005599104143337
data_engineer,airflow,4,8930,0.0004479283314669
data_engineer,llm,4,8930,0.0004479283314669
data_engineer,hdfs,3,8930,0.0003359462486002
data_engineer,hive,3,8930,0.0003359462486002
data_engineer,power bi,3,8930,0.0003359462486002
data_engineer,computer vision,2,8930,0.0002239641657334
data_engineer,excel,2,8930,0.0002239641657334
data_engineer,looker,2,8930,0.0002239641657334
data_engineer,mapreduce,2,8930,0.0002239641657334
data_engineer,sas,2,8930,0.0002239641657334
data_engineer,statistics,2,8930,0.0002239641657334
data_engineer,talend,2,8930,0.0002239641657334
data_engineer,apache spark,1,8930,0.0001119820828667
data_engineer,forecasting,1,8930,0.0001119820828667
data_engineer,git,1,8930,0.0001119820828667
data_engineer,nlp,1,8930,0.0001119820828667
data_engineer,redshift,1,8930,0.0001119820828667
data_engineer,tableau,1,8930,0.0001119820828667
data_scientist,data science,2524,6285,0.4015910898965791
data_scientist,machine learning,288,6285,0.0458233890214797
data_scientist,data analysis,220,6285,0.0350039777247414
data_scientist,python,110,6285,0.0175019888623707
data_scientist,generative ai,94,6285,0.014956245027844
data_scientist,sql,76,6285,0.0120922832140015
data_scientist,r,57,6285,0.0090692124105011
data_scientist,statistics,30,6285,0.0047732696897374
data_scientist,llm,27,6285,0.0042959427207637
data_scientist,deep learning,25,6285,0.0039777247414478
data_scientist,aws,24,6285,0.0038186157517899
data_scientist,forecasting,23,6285,0.003659506762132
data_scientist,data engineering,22,6285,0.0035003977724741
data_scientist,nlp,21,6285,0.0033412887828162
data_scientist,computer vision,11,6285,0.001750198886237
data_scientist,api,8,6285,0.0012728719172633
data_scientist,gcp,4,6285,0.0006364359586316
data_scientist,java,4,6285,0.0006364359586316
data_scientist,sas,4,6285,0.0006364359586316
data_scientist,kubernetes,2,6285,0.0003182179793158
data_scientist,microsoft fabric,2,6285,0.0003182179793158
data_scientist,snowflake,2,6285,0.0003182179793158
data_scientist,tableau,2,6285,0.0003182179793158
data_scientist,time series,2,6285,0.0003182179793158
data_scientist,azure,1,6285,0.0001591089896579
data_scientist,big data,1,6285,0.0001591089896579
data_scientist,databricks,1,6285,0.0001591089896579
data_scientist,docker,1,6285,0.0001591089896579
data_scientist,etl,1,6285,0.0001591089896579
data_scientist,git,1,6285,0.0001591089896579
data_scientist,hadoop,1,6285,0.0001591089896579
data_scientist,mathematics,1,6285,0.0001591089896579
data_scientist,pytorch,1,6285,0.0001591089896579
data_scientist,scala,1,6285,0.0001591089896579
ml_engineer,machine learning,2125,7729,0.2749385431491784
ml_engineer,generative ai,296,7729,0.0382973217751326
ml_engineer,python,136,7729,0.0175960667615474
ml_engineer,data science,109,7729,0.0141027299780049
ml_engineer,llm,98,7729,0.0126795186958209
ml_engineer,aws,93,7729,0.0120326044766463
ml_engineer,data analysis,83,7729,0.0107387760382973
ml_engineer,java,68,7729,0.0087980333807737
ml_engineer,data engineering,63,7729,0.0081511191615991
ml_engineer,azure,55,7729,0.0071160564109199
ml_engineer,computer vision,39,7729,0.0050459309095613
ml_engineer,nlp,22,7729,0.0028464225643679
ml_engineer,r,22,7729,0.0028464225643679
ml_engineer,sql,22,7729,0.0028464225643679
ml_engineer,databricks,21,7729,0.002717039720533
ml_engineer,deep learning,21,7729,0.002717039720533
ml_engineer,kubernetes,15,7729,0.0019407426575236
ml_engineer,api,14,7729,0.0018113598136887
ml_engineer,gcp,14,7729,0.0018113598136887
ml_engineer,snowflake,4,7729,0.0005175313753396
ml_engineer,docker,3,7729,0.0003881485315047
ml_engineer,forecasting,3,7729,0.0003881485315047
ml_engineer,time series,3,7729,0.0003881485315047
ml_engineer,big data,2,7729,0.0002587656876698
ml_engineer,etl,2,7729,0.0002587656876698
ml_engineer,git,2,7729,0.0002587656876698
ml_engineer,microsoft fabric,2,7729,0.0002587656876698
ml_engineer,airflow,1,7729,0.0001293828438349
ml_engineer,data visualization,1,7729,0.0001293828438349
ml_engineer,excel,1,7729,0.0001293828438349
ml_engineer,informatica,1,7729,0.0001293828438349
ml_engineer,mathematics,1,7729,0.0001293828438349
ml_engineer,pytorch,1,7729,0.0001293828438349
ml_engineer,redshift,1,7729,0.0001293828438349
ml_engineer,scala,1,7729,0.0001293828438349
ml_engineer,statistics,1,7729,0.0001293828438349
